Month,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,Age_Group
Feb,Saturday,Pontiac,Rural,Thursday,Mar,Female,Married,52,Third Party,Sedan - Liability,Sport,30000 to 39000,0,11,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Feb,Friday,Accura,Urban,Thursday,Mar,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,Adult
Feb,Friday,Ford,Urban,Friday,Feb,Male,Single,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Feb,Wednesday,Mazda,Urban,Monday,Feb,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,Adult
Feb,Thursday,Honda,Urban,Friday,Feb,Male,Married,27,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,Adult
Feb,Sunday,Accura,Rural,Thursday,Mar,Male,Married,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,Adult
Feb,Sunday,Toyota,Rural,Monday,Feb,Male,Married,72,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,16,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,All Perils,Senior
Aug,Thursday,Pontiac,Urban,Thursday,Aug,Female,Married,41,Third Party,Sedan - Collision,Sedan,less than 20000,0,7,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Jan,Thursday,Pontiac,Urban,Tuesday,Feb,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,Adult
Jan,Wednesday,Honda,Urban,Wednesday,Jan,Male,Single,39,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,Adult
Jan,Wednesday,Honda,Urban,Friday,Feb,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,Adult
Jan,Tuesday,Toyota,Urban,Monday,Feb,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Jan,Wednesday,Mazda,Urban,Tuesday,Feb,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Jan,Wednesday,Pontiac,Urban,Thursday,Jan,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Jan,Monday,Toyota,Urban,Monday,Jan,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Dec,Tuesday,Pontiac,Rural,Thursday,Feb,Female,Single,57,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Aug,Thursday,Toyota,Urban,Monday,Aug,Female,Married,36,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,11,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,All Perils,Adult
Dec,Tuesday,Mazda,Urban,Thursday,Oct,Male,Married,54,Policy Holder,Utility - All Perils,Utility,more than 69000,0,16,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,Middle Age
Dec,Sunday,Honda,Rural,Wednesday,May,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Apr,Tuesday,Pontiac,Urban,Thursday,Apr,Male,Married,49,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13,400,1,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,Liability,Middle Age
Apr,Thursday,Accura,Urban,Friday,Apr,Male,Single,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,2,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Apr,Saturday,Chevrolet,Urban,Thursday,Apr,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Apr,Friday,Honda,Rural,Tuesday,Apr,Male,Single,39,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,Adult
Mar,Thursday,Saturn,Rural,Friday,Apr,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Mar,Wednesday,Honda,Urban,Wednesday,Apr,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision,Young
Apr,Saturday,Pontiac,Urban,Tuesday,Apr,Male,Divorced,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,Middle Age
Aug,Friday,Ford,Urban,Monday,Aug,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,1,3,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,Middle Age
Jun,Monday,Pontiac,Urban,Monday,Jun,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,Adult
Oct,Saturday,Mazda,Urban,Tuesday,Oct,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,Adult
Nov,Friday,Mazda,Urban,Monday,Nov,Male,Married,45,Policy Holder,Utility - All Perils,Utility,more than 69000,0,13,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,Middle Age
Aug,Saturday,Mazda,Urban,Tuesday,Sep,Female,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils,Middle Age
Mar,Friday,Honda,Urban,Friday,Mar,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Aug,Saturday,Mazda,Urban,Thursday,Aug,Male,Single,34,Policy Holder,Sport - Collision,Sport,more than 69000,1,15,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,Adult
Aug,Thursday,Toyota,Urban,Friday,Aug,Male,Married,64,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils,Senior
Dec,Thursday,Chevrolet,Urban,Thursday,Dec,Male,Married,38,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,2,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Liability,Adult
Apr,Wednesday,Mercury,Urban,Thursday,Apr,Female,Married,39,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,16,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Apr,Thursday,VW,Urban,Friday,Apr,Male,Married,63,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,13,400,1,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Liability,Senior
Mar,Monday,Honda,Urban,Tuesday,Mar,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,Adult
Jun,Tuesday,Mercury,Urban,Friday,Jul,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Jun,Monday,Pontiac,Urban,Thursday,Jun,Male,Single,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,Middle Age
Sep,Tuesday,Honda,Urban,Tuesday,Sep,Male,Single,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6,500,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,1 year,2 vehicles,Liability,Middle Age
Sep,Wednesday,Pontiac,Urban,Thursday,Sep,Male,Married,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,2,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,Adult
Apr,Saturday,Honda,Urban,Wednesday,Apr,Female,Married,54,Third Party,Sedan - Collision,Sedan,less than 20000,0,5,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,Middle Age
May,Tuesday,Toyota,Urban,Wednesday,May,Male,Married,46,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Apr,Tuesday,Mazda,Urban,Tuesday,Apr,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,Middle Age
Aug,Wednesday,Mazda,Urban,Wednesday,Aug,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,Middle Age
Aug,Monday,Mazda,Rural,Tuesday,Aug,Male,Single,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,Middle Age
Aug,Monday,Chevrolet,Urban,Tuesday,Aug,Female,Single,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,Middle Age
Aug,Saturday,Mazda,Urban,Thursday,Aug,Male,Married,29,Third Party,Sport - Collision,Sport,more than 69000,0,5,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,none,no change,1 vehicle,Collision,Adult
Jun,Friday,Honda,Urban,Friday,Jun,Male,Single,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,Middle Age
May,Wednesday,Mazda,Urban,Monday,May,Male,Married,23,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,15,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,Collision,Young
Sep,Sunday,Honda,Urban,Wednesday,Sep,Male,Married,48,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,16,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,Middle Age
Jul,Friday,Pontiac,Rural,Tuesday,Jul,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Dec,Friday,Accura,Urban,Monday,Dec,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,8,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,Middle Age
Apr,Friday,Mazda,Urban,Friday,Apr,Female,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Sep,Wednesday,Pontiac,Urban,Thursday,Oct,Male,Married,68,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,11,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils,Senior
Oct,Sunday,Pontiac,Rural,Monday,Oct,Male,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,Adult
Oct,Thursday,Toyota,Urban,Monday,Nov,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,Collision,Middle Age
Dec,Wednesday,Toyota,Urban,Wednesday,Dec,Male,Single,71,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Collision,Senior
Aug,Sunday,Honda,Urban,Friday,Aug,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,1,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Oct,Saturday,Toyota,Urban,Monday,Oct,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Oct,Monday,Mazda,Urban,Tuesday,Oct,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,Liability,Middle Age
Apr,Thursday,Pontiac,Urban,Thursday,Apr,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Collision,Young
Aug,Monday,Honda,Urban,Thursday,Aug,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,8,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Jul,Tuesday,VW,Urban,Thursday,Jul,Male,Married,55,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,5,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,Internal,1 to 2,no change,1 vehicle,Liability,Middle Age
Jul,Friday,Pontiac,Urban,Monday,Aug,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,6,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,Middle Age
Aug,Monday,Chevrolet,Urban,Thursday,Aug,Male,Married,52,Third Party,Sedan - Collision,Sedan,more than 69000,0,12,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,Middle Age
Aug,Sunday,Honda,Urban,Tuesday,Sep,Male,Divorced,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7,400,4,8 to 15,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Oct,Monday,Pontiac,Urban,Thursday,Oct,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,Adult
Aug,Tuesday,Chevrolet,Urban,Thursday,Sep,Male,Married,52,Third Party,Sedan - All Perils,Sedan,more than 69000,0,8,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,Middle Age
Sep,Friday,Chevrolet,Urban,Tuesday,Oct,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,7,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,Senior
Aug,Monday,Pontiac,Urban,Friday,Sep,Male,Married,41,Third Party,Sedan - Collision,Sedan,less than 20000,0,12,400,2,15 to 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Jun,Wednesday,Chevrolet,Urban,Thursday,Jun,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,Adult
Oct,Saturday,Pontiac,Urban,Wednesday,Nov,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision,Senior
Mar,Wednesday,Mazda,Urban,Tuesday,Mar,Male,Married,30,Third Party,Sport - Collision,Sport,more than 69000,0,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Mar,Monday,Pontiac,Urban,Tuesday,Mar,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Feb,Monday,Pontiac,Urban,Tuesday,Feb,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,Middle Age
Aug,Tuesday,Saab,Urban,Monday,Aug,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,2,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Adult
Jul,Friday,Honda,Rural,Tuesday,Jul,Male,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,Adult
Jul,Saturday,Honda,Urban,Wednesday,Jul,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision,Middle Age
Feb,Friday,Mazda,Urban,Wednesday,Feb,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,Adult
Nov,Thursday,Toyota,Urban,Thursday,Nov,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,Middle Age
Dec,Sunday,Mazda,Urban,Tuesday,Dec,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Liability,Adult
Aug,Tuesday,Honda,Rural,Thursday,Aug,Male,Single,24,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15,400,3,8 to 15,15 to 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,Young
Aug,Thursday,Pontiac,Urban,Friday,Aug,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,Collision,Adult
Jul,Wednesday,Pontiac,Urban,Friday,Jul,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,Adult
Jul,Friday,Pontiac,Urban,Wednesday,Jul,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,Adult
